X1,x2,x3,x4,x5,x6,x7
1.977286825,0.364741452,0.067537169,0.997720232,2.316015451,0.033850314,0.310490501
5.634963912,0.50956548,0.885737524,0.632718548,3.232700571,0.536850126,0.276537802
1.108494208,0.202031789,0.901854283,0.620156391,1.592325277,0.823873403,0.026840997
2.487360602,-0.181017791,0.439908206,0.904790758,0.659146893,3.388740163,0.061070918
3.12912151,0.489410512,0.551880151,0.851540285,3.086103675,0.343517518,0.02490312
3.518660159,0.470192563,0.288478224,0.958677921,2.952518064,0.204772598,0.132613548
1.850601975,0.25980847,0.330404306,0.945911254,1.818898523,0.463899223,0.2340764
0.779153453,0.306372744,0.913205964,0.611211479,2.024756228,0.225856642,0.155134076
5.131424817,0.566546464,0.044397589,0.999014589,3.685924742,1.406417494,0.381890755
4.313598194,0.374682092,0.213817649,0.977227963,2.369638469,0.016994129,0.299132896
2.684210662,0.336082259,0.461458646,0.895403982,2.168114725,0.110147836,0.12187072
1.310928395,0.41151364,0.142335006,0.989887463,2.579369974,0.006299593,0.349322675
1.387461491,0.52561364,0.519065933,0.86828292,3.354390663,0.729983404,0.307804015
2.939911046,0.266322966,0.728187283,0.746382023,1.846387987,0.427208663,0.350085498
1.060662035,0.569975317,0.472961547,0.890223136,3.715141137,1.476567983,0.383551587
0.19444425,0.550095411,0.823812156,0.679429015,3.548913472,1.100219472,0.050160241
2.036294953,0.362910423,0.870427803,0.644499506,2.30627145,0.037530751,0.306528562
2.113275078,0.530917008,0.160620051,0.987128308,3.395603775,0.802106121,0.233305155
15.88662235,0.458636202,0.929317751,0.598380747,2.874989095,0.140616821,0.375170049
2.530715025,0.359755531,0.938440817,0.591046439,2.289578463,0.044277223,0.317482115
